Day,T,TM,Tm,H,PP,VV,V,VM,RA,SN,TS,FG,month,year,RA_tomor
24,13.5,19.0,8.8,81.0,0.0,8.4,5.6,18.3,0,0,0,0,1,2020,0
19,13.3,17.4,11.0,55.0,0.25,9.5,17.2,29.4,0,0,0,0,3,2019,1
10,14.2,20.3,8.6,70.0,0.0,10.3,16.7,35.2,0,0,0,0,2,2009,1
25,15.2,18.1,12.7,75.0,0.0,9.8,15.2,24.1,1,0,0,0,12,2016,0
24,10.6,16.0,5.9,69.0,0.25,9.7,9.8,16.5,1,0,0,0,2,2018,1
31,19.5,26.0,16.0,73.0,1.02,9.3,8.3,29.4,1,0,1,0,10,2013,0
23,23.1,27.1,20.0,72.0,0.0,11.1,7.8,16.5,1,0,0,0,9,2010,1
5,11.8,15.8,7.5,73.0,23.37,8.2,23.5,38.9,1,0,1,0,3,2014,1
26,32.6,38.5,28.0,28.0,0.0,10.0,17.2,25.9,0,0,0,0,7,2021,0
18,13.6,18.5,8.7,48.0,3.3,10.0,15.7,35.2,0,0,0,0,11,2019,1
14,17.7,21.0,14.8,63.0,10.92,9.5,21.1,35.2,1,0,1,0,10,2021,0
27,10.1,17.2,6.0,75.0,0.0,9.2,6.1,11.1,0,0,0,0,12,2018,0
8,17.3,21.2,12.0,66.0,0.0,9.7,22.2,35.2,1,0,0,0,4,2018,0
10,22.2,28.0,15.8,53.0,0.0,10.0,14.8,25.9,0,0,0,0,5,2021,0
16,16.1,20.0,12.0,80.0,1.52,7.6,16.5,33.5,1,0,1,0,3,2011,0
19,12.8,20.0,4.0,57.0,0.0,10.0,9.8,18.3,0,0,0,0,2,2019,0
21,12.2,17.7,9.0,86.0,0.0,7.4,6.1,13.0,0,0,0,0,1,2008,0
10,12.8,15.8,10.9,80.0,4.06,9.0,19.8,33.5,1,0,1,0,11,2009,1
4,19.0,26.7,14.0,67.0,0.0,11.1,11.9,29.4,1,0,1,0,5,2012,0
26,29.5,36.6,22.7,45.0,0.0,11.1,13.5,33.5,0,0,0,0,7,2013,0
20,15.0,18.0,12.0,74.0,0.0,9.8,22.8,35.2,0,0,0,0,3,2015,0
23,17.3,25.1,9.0,50.0,0.0,10.0,11.1,24.1,0,0,0,0,4,2017,0
30,28.2,34.2,20.0,44.0,0.0,10.3,19.6,46.5,0,0,0,0,6,2011,0
27,9.1,12.6,7.0,80.0,6.1,10.0,18.9,33.5,0,0,0,0,12,2020,0
23,23.2,30.0,16.8,66.0,0.0,11.3,8.1,20.6,0,0,0,0,9,2011,1
1,10.9,14.5,8.0,73.0,6.6,9.5,10.7,22.2,1,0,0,0,12,2017,1
2,21.8,25.2,19.0,74.0,0.0,10.1,21.1,31.3,0,0,0,0,6,2008,0
22,27.3,35.0,20.5,61.0,0.0,9.2,9.3,20.6,0,0,0,0,7,2009,0
17,26.4,31.0,22.2,57.0,0.0,10.0,12.0,22.2,0,0,0,0,7,2019,0
18,11.6,18.3,7.4,82.0,0.0,6.4,4.4,9.4,0,0,0,0,12,2015,0
10,13.6,19.0,8.7,85.0,0.0,7.4,3.5,9.4,0,0,0,0,12,2016,0
31,22.7,28.4,17.8,65.0,0.0,10.0,12.0,27.8,0,0,0,0,5,2018,0
28,12.7,15.0,9.0,71.0,0.0,11.3,18.9,31.3,0,0,0,0,2,2013,1
25,15.2,23.1,10.0,59.0,0.0,8.9,9.4,16.5,0,0,0,0,11,2017,0
25,14.2,17.3,12.5,75.0,0.25,9.7,5.7,11.1,1,0,0,0,11,2010,1
4,16.9,24.0,11.6,64.0,0.25,10.0,7.2,18.3,0,0,0,0,12,2014,0
30,23.4,29.7,17.0,54.0,0.0,10.9,13.0,25.9,0,0,0,0,5,2008,0
3,28.3,36.0,21.4,42.0,0.0,9.5,14.1,29.4,0,0,0,0,7,2020,0
10,11.7,13.1,10.0,73.0,7.11,8.4,23.5,44.6,1,0,1,0,12,2019,1
3,25.2,31.9,21.0,58.0,0.0,10.0,15.7,25.9,0,0,0,0,6,2018,0
7,15.3,20.3,11.9,80.0,11.18,9.2,8.3,18.3,1,0,0,0,4,2017,0
1,24.6,30.3,21.7,71.0,1.78,9.3,11.1,20.6,0,0,1,0,9,2019,1
20,16.6,21.3,13.5,80.0,0.0,6.0,5.9,16.5,0,0,0,0,3,2014,0
10,27.8,32.6,23.7,64.0,0.0,10.0,8.5,20.6,0,0,0,0,9,2018,0
24,19.4,23.2,16.5,57.0,0.0,10.0,19.4,29.4,0,0,0,0,10,2017,0
3,22.1,30.0,16.6,64.0,0.0,10.1,9.8,20.6,0,0,0,0,10,2008,0
19,29.1,36.0,21.4,49.0,0.0,10.0,12.6,22.2,0,0,0,0,8,2008,0
11,26.6,31.3,24.5,80.0,0.0,10.1,8.5,14.8,1,0,1,0,9,2012,0
30,15.1,19.2,10.5,71.0,4.06,10.0,18.3,29.4,0,0,0,0,12,2017,0
25,19.4,24.5,15.7,63.0,0.0,11.3,12.2,29.4,0,0,0,0,4,2012,0
28,29.2,37.0,20.6,40.0,0.0,10.0,8.9,18.3,0,0,0,0,8,2020,0
29,16.0,21.3,12.0,62.0,0.0,10.9,11.5,22.2,0,0,0,0,3,2011,1
12,14.6,20.0,11.5,61.0,0.0,9.8,21.1,40.7,1,0,0,0,4,2019,1
3,13.1,17.4,9.0,77.0,2.29,10.3,8.7,14.8,0,0,0,0,3,2013,0
30,11.1,19.0,4.0,84.0,0.51,6.3,4.8,14.8,0,0,0,1,1,2016,0
25,22.3,26.1,19.0,50.0,0.0,10.0,12.2,22.2,0,0,0,0,9,2015,0
28,28.2,33.4,24.0,47.0,0.0,10.0,12.8,25.9,0,0,0,0,7,2014,1
24,28.1,34.0,21.0,45.0,0.0,11.3,10.2,24.1,0,0,0,0,6,2012,0
14,15.1,18.0,11.0,79.0,0.0,10.0,13.1,25.9,0,0,0,0,2,2017,0
11,16.8,23.5,12.0,48.0,0.0,10.0,15.7,25.9,0,0,0,0,2,2020,0
14,18.9,22.4,16.9,71.0,0.0,10.0,10.4,18.3,0,0,0,0,11,2015,0
12,19.3,23.0,16.0,48.0,0.0,10.0,31.3,48.2,0,0,0,0,5,2019,1
22,25.4,33.1,15.6,43.0,0.0,9.7,8.5,18.3,0,0,0,0,5,2009,0
21,20.9,27.8,13.4,52.0,0.0,9.3,12.8,18.3,1,0,0,0,5,2019,0
29,23.5,28.3,20.0,74.0,5.08,8.0,8.5,18.3,0,0,1,0,9,2011,0
5,27.1,33.0,21.0,67.0,0.0,9.0,7.8,18.3,0,0,0,0,7,2015,0
15,18.6,26.1,8.9,50.0,0.0,10.0,12.0,24.1,0,0,0,0,4,2016,0
15,19.7,24.3,17.0,83.0,9.4,8.2,7.8,22.2,1,0,1,0,10,2012,0
14,12.4,18.2,9.0,59.0,0.0,10.0,10.9,18.3,0,0,0,0,12,2017,0
2,27.3,34.0,20.8,58.0,0.0,11.1,7.6,16.5,0,0,0,0,7,2009,0
20,15.1,19.0,10.4,70.0,0.0,11.3,10.2,25.9,0,0,0,0,12,2010,0
10,27.7,36.5,19.7,45.0,0.0,10.6,6.9,18.3,0,0,0,0,8,2010,0
10,13.1,19.4,8.0,67.0,0.0,10.0,8.7,18.3,0,0,0,0,12,2011,0
3,16.9,25.2,8.6,68.0,0.0,8.4,3.9,14.8,0,0,0,0,4,2011,0
4,28.6,35.0,21.5,49.0,0.0,10.3,6.7,14.8,0,0,0,0,7,2009,0
1,11.5,15.5,9.0,67.0,0.25,9.2,18.3,31.7,1,0,1,0,3,2014,1
9,29.8,36.3,23.5,49.0,0.0,10.5,11.5,25.9,0,0,0,0,7,2011,0
15,17.6,23.0,12.7,63.0,5.08,8.0,9.8,18.3,0,0,0,0,5,2019,0
15,21.0,25.4,19.0,74.0,0.0,10.0,19.6,50.0,1,0,0,0,5,2013,1
25,19.3,24.2,16.0,57.0,0.0,11.3,12.8,27.8,0,0,0,0,5,2013,0
20,12.7,15.0,10.7,78.0,0.25,8.5,17.4,29.4,1,0,0,0,3,2019,1
3,21.4,27.1,16.0,70.0,0.0,10.0,6.9,22.2,0,0,0,0,6,2015,0
8,22.8,28.0,17.7,58.0,0.76,10.1,15.0,33.5,0,0,1,0,6,2011,0
18,28.1,33.0,22.9,54.0,0.0,10.0,10.7,22.2,0,0,0,0,7,2018,0
28,10.0,15.4,5.0,95.0,0.0,2.4,2.2,9.4,0,0,0,1,1,2016,0
18,23.7,26.7,22.0,67.0,0.0,10.0,15.7,27.8,0,0,0,0,9,2013,1
22,14.5,16.2,13.0,91.0,0.76,8.2,13.5,20.6,1,0,0,0,4,2009,1
8,9.7,12.0,7.0,86.0,0.0,7.7,9.3,20.6,1,0,0,0,1,2017,1
8,13.0,18.0,8.9,70.0,0.0,10.0,15.4,29.4,0,0,0,0,2,2019,0
5,28.0,35.0,22.8,70.0,4.57,8.9,16.3,35.2,1,0,1,0,10,2013,1
6,26.4,32.0,22.4,46.0,0.0,10.9,17.4,29.4,0,0,0,0,8,2010,0
3,18.3,24.0,11.5,58.0,0.0,9.7,7.8,16.5,0,0,0,0,5,2012,1
4,23.1,28.3,20.0,60.0,0.0,10.0,16.5,27.8,0,0,0,0,6,2018,0
8,14.9,23.4,9.2,50.0,0.0,9.7,9.6,18.3,0,0,0,0,1,2011,0
19,19.0,23.0,15.9,75.0,0.0,10.0,13.3,22.2,0,0,0,0,5,2018,1
17,18.2,22.0,15.0,83.0,8.64,10.0,9.1,20.6,0,0,0,0,11,2012,1
1,15.4,17.4,13.9,69.0,0.0,10.0,9.8,20.6,0,0,0,0,4,2019,0
3,14.5,18.4,11.8,64.0,0.0,10.0,19.3,33.5,0,0,0,0,3,2019,0
21,20.3,27.1,15.7,57.0,0.0,9.3,9.8,22.2,0,0,0,0,4,2014,1
13,11.2,14.3,9.6,81.0,19.81,9.5,16.3,29.4,1,0,0,0,3,2010,1
3,12.1,15.0,10.0,63.0,0.0,10.8,21.5,38.9,1,0,0,0,12,2008,0
23,13.7,19.5,10.0,79.0,0.0,10.0,6.7,13.0,0,0,0,0,12,2020,0
24,12.7,18.2,7.7,78.0,0.0,8.0,5.0,16.5,0,0,0,1,2,2021,0
22,15.9,23.2,9.0,45.0,0.0,9.3,10.4,18.3,0,0,0,0,11,2019,1
17,15.1,20.3,11.0,64.0,3.56,10.3,15.2,27.8,1,0,0,0,4,2011,0
9,27.3,34.1,23.0,63.0,0.0,10.0,10.2,24.1,0,0,0,0,9,2018,0
24,28.2,32.0,24.0,51.0,0.0,11.1,26.7,44.3,0,0,0,0,7,2010,0
18,17.6,22.0,14.0,70.0,0.0,10.0,26.7,44.6,0,0,0,0,4,2019,0
14,26.4,33.1,19.6,67.0,0.0,9.7,8.0,18.3,0,0,0,0,9,2014,0
21,15.8,20.2,12.9,74.0,0.0,8.4,19.8,33.5,0,0,0,0,3,2017,0
16,6.8,10.0,5.0,76.0,4.83,9.7,19.4,31.3,1,0,0,0,12,2010,1
15,14.2,20.2,9.6,74.0,0.0,9.3,14.3,25.9,1,0,0,0,12,2011,0
19,15.9,20.0,12.0,71.0,0.0,7.4,6.5,16.5,0,0,0,0,2,2014,0
16,11.3,14.0,8.5,79.0,1.27,9.0,8.9,18.3,1,0,0,0,2,2015,1
18,12.7,16.0,8.5,79.0,0.0,8.5,5.9,13.0,0,0,0,0,1,2011,0
11,23.2,30.4,15.2,49.0,0.0,10.0,5.6,18.3,0,0,0,0,5,2014,0
25,17.3,24.0,9.9,63.0,0.0,9.8,11.3,22.2,0,0,0,0,4,2021,0
1,15.1,21.0,11.0,73.0,0.0,10.0,7.2,14.8,0,0,0,0,12,2020,1
19,26.2,33.5,21.0,69.0,0.0,9.8,9.4,22.2,0,0,0,0,9,2012,0
16,16.4,22.0,10.0,51.0,0.0,10.0,14.8,24.1,0,0,0,0,3,2019,0
5,27.2,36.7,20.9,64.0,0.0,9.3,7.0,20.6,0,0,0,0,7,2016,0
8,23.3,30.6,13.0,47.0,0.0,10.0,10.4,22.2,0,0,0,0,6,2013,0
3,29.2,36.0,21.5,49.0,0.0,10.0,17.2,33.5,0,0,0,0,7,2014,0
7,15.3,20.0,11.4,52.0,0.0,10.0,17.6,37.0,0,0,0,0,4,2021,0
25,14.7,20.1,9.5,61.0,14.48,10.9,21.7,35.2,0,0,0,0,3,2008,0
10,10.5,13.1,8.0,82.0,0.0,10.0,10.7,18.3,1,0,0,0,2,2008,1
26,28.3,35.0,23.5,49.0,0.0,10.0,11.3,16.5,0,0,0,0,6,2020,0
6,13.2,17.0,9.0,72.0,0.0,9.0,17.0,33.5,1,0,1,0,1,2016,1
6,17.7,22.0,14.6,74.0,0.25,10.3,18.5,27.8,0,0,0,0,5,2009,0
29,25.7,32.0,18.5,51.0,0.0,11.3,6.9,18.3,0,0,0,0,6,2009,0
28,25.5,31.0,21.6,61.0,0.0,10.0,13.7,25.9,0,0,0,0,6,2020,0
13,22.4,28.0,19.5,67.0,0.0,10.1,8.7,18.3,1,0,1,0,10,2010,1
16,26.2,32.2,21.5,56.0,0.0,10.0,16.5,33.5,0,0,0,0,7,2014,0
29,21.6,28.0,16.6,65.0,0.0,10.6,12.8,25.9,0,0,0,0,5,2009,1
5,22.6,28.4,18.6,69.0,0.0,10.1,8.1,18.3,0,0,0,0,10,2011,0
31,14.3,19.8,10.7,81.0,0.0,8.2,10.9,33.5,1,0,0,0,3,2008,1
7,17.5,21.0,14.4,87.0,0.0,6.0,6.1,18.3,1,0,1,1,11,2010,0
3,31.2,37.2,26.9,40.0,0.0,10.0,13.0,24.1,0,0,0,0,8,2019,0
19,16.8,24.0,9.3,75.0,0.0,8.2,8.1,22.2,0,0,0,0,11,2009,0
10,28.2,35.5,22.5,59.0,0.0,10.1,8.9,22.2,0,0,0,0,7,2008,0
16,15.1,20.3,11.8,75.0,4.06,9.7,5.6,16.5,1,0,1,0,11,2021,1
1,20.1,25.0,17.0,73.0,4.32,10.0,9.3,18.3,0,0,0,0,6,2016,0
1,31.7,40.9,25.0,52.0,0.0,9.5,12.4,37.0,1,0,1,0,8,2015,0
4,24.6,29.0,21.0,70.0,4.32,10.1,14.1,22.2,0,0,0,0,9,2010,0
29,25.6,31.0,21.6,67.0,0.0,10.5,11.9,22.2,0,0,0,0,6,2008,0
29,19.0,24.5,15.9,67.0,0.0,10.0,13.5,25.9,0,0,0,0,4,2016,1
16,27.4,32.5,24.0,60.0,0.0,10.0,26.1,37.0,0,0,0,0,7,2017,0
7,12.6,17.0,8.8,68.0,0.0,10.0,13.0,22.2,0,0,0,0,1,2020,1
19,30.1,38.2,22.4,45.0,0.0,10.0,7.8,20.6,0,0,0,0,8,2017,0
4,23.9,31.0,16.0,55.0,0.0,9.8,8.5,22.2,0,0,0,0,6,2017,1
30,19.6,23.7,16.7,77.0,0.25,9.2,7.2,16.5,0,0,0,0,10,2019,0
21,10.7,16.5,4.7,76.0,0.0,8.5,6.9,18.3,0,0,0,0,2,2019,1
1,13.6,20.0,8.2,73.0,0.0,8.7,7.0,18.3,0,0,0,0,1,2009,1
23,22.6,27.0,16.4,66.0,0.0,10.3,11.1,22.2,0,0,0,0,5,2008,0
13,12.7,21.1,8.9,63.0,0.0,9.7,11.9,27.8,1,0,0,0,3,2019,0
31,11.6,12.5,10.4,87.0,0.0,7.9,5.9,16.5,1,0,0,0,1,2011,1
17,25.5,32.0,22.0,64.0,0.0,10.0,12.4,27.8,0,0,0,0,9,2013,0
11,27.8,33.1,23.4,71.0,0.0,8.5,7.2,16.5,0,0,0,0,8,2018,0
24,24.7,31.6,19.4,61.0,0.0,10.5,9.6,24.1,0,0,0,0,7,2008,0
2,26.6,31.1,23.5,63.0,0.0,10.0,9.6,20.6,0,0,0,0,9,2018,0
21,18.5,26.5,11.0,75.0,0.0,9.8,12.4,33.5,0,0,0,0,4,2010,1
2,25.7,31.4,19.9,65.0,0.0,9.8,9.3,22.2,0,0,0,0,7,2010,0
1,28.7,37.0,21.0,52.0,0.0,9.8,8.3,20.6,0,0,0,0,8,2012,0
21,17.4,26.2,11.0,81.0,0.0,4.2,2.6,9.4,0,0,0,1,11,2014,0
6,15.7,21.1,11.9,59.0,0.0,11.3,8.0,20.6,0,0,0,0,1,2010,0
28,32.8,41.8,27.0,33.0,0.0,10.0,16.9,33.5,0,0,0,0,6,2017,0
16,18.7,25.6,14.6,63.0,0.0,10.0,10.0,16.5,0,0,0,0,10,2021,0
6,23.6,30.5,19.8,36.0,0.0,10.0,12.2,20.6,0,0,0,0,11,2016,1
11,33.3,42.4,25.7,39.0,0.0,9.7,8.0,20.6,0,0,0,0,7,2012,0
23,29.3,38.0,21.4,35.0,0.0,10.0,18.3,37.0,0,0,0,0,6,2014,0
15,18.3,23.2,13.9,53.0,0.0,10.0,22.4,37.0,0,0,0,0,5,2014,0
11,14.9,18.2,12.0,61.0,0.0,10.0,16.9,31.7,0,0,0,0,12,2018,1
17,18.6,24.0,13.0,65.0,0.0,10.0,9.3,22.2,1,0,0,0,5,2018,1
11,14.9,20.0,11.0,58.0,0.0,10.0,19.6,31.7,0,0,0,0,3,2017,0
30,19.5,25.3,15.9,56.0,0.0,10.1,14.1,25.9,1,0,0,0,5,2013,0
20,17.7,22.0,14.7,59.0,0.0,10.8,23.0,33.5,1,0,1,0,5,2010,0
20,12.2,17.3,9.6,59.0,0.0,9.8,16.5,27.8,1,0,0,0,3,2018,1
22,20.0,30.2,15.0,64.0,0.0,6.4,20.9,33.5,0,0,0,0,4,2019,0
5,24.3,29.2,20.0,44.0,0.0,11.3,20.7,33.5,0,0,0,0,6,2012,0
12,23.6,29.6,17.8,52.0,0.0,9.0,7.8,18.3,0,0,0,0,6,2021,0
28,23.2,29.5,17.2,52.0,0.0,10.6,17.4,35.2,0,0,0,0,6,2013,0
24,13.6,16.3,11.6,71.0,1.02,9.0,24.1,40.7,1,0,0,0,1,2012,1
2,15.0,21.2,9.3,76.0,0.0,9.3,7.8,22.2,1,0,1,0,12,2011,0
14,15.6,20.6,13.5,60.0,0.0,10.1,23.3,42.4,1,0,0,0,4,2012,1
12,12.2,16.0,10.0,65.0,0.25,10.0,15.4,25.9,0,0,0,0,12,2021,1
9,29.1,36.4,20.0,49.0,0.0,10.0,7.0,16.5,0,0,0,0,7,2016,1
17,30.1,37.2,22.0,52.0,0.0,10.6,6.5,18.3,0,0,0,0,7,2011,0
3,11.0,16.1,5.5,81.0,0.0,8.9,3.7,11.1,0,0,0,0,12,2016,0
6,23.1,28.3,19.0,61.0,0.0,10.0,15.0,25.9,0,0,0,0,10,2019,1
4,22.0,27.6,14.9,70.0,0.0,9.8,10.0,24.1,0,0,0,0,6,2015,0
6,14.7,18.2,11.0,72.0,0.51,9.5,18.7,35.2,1,0,1,0,2,2010,1
2,30.1,35.0,25.6,66.0,0.0,10.8,15.0,27.8,0,0,0,0,9,2009,0
22,16.6,22.0,10.0,73.0,0.0,9.8,7.8,16.5,0,0,0,0,11,2016,1
3,19.6,27.1,13.0,51.0,0.0,8.9,10.9,20.6,0,0,0,0,11,2014,0
27,13.6,18.8,10.0,80.0,0.25,10.0,11.9,20.6,0,0,0,0,2,2017,0
5,25.2,33.1,20.5,60.0,0.0,11.1,13.1,24.1,0,0,0,0,9,2012,0
14,23.3,28.5,18.5,50.0,0.0,9.8,11.3,27.8,0,0,0,0,6,2008,0
28,14.7,21.6,7.4,70.0,0.0,8.5,5.6,14.8,0,0,0,0,3,2012,0
5,14.2,20.0,9.4,83.0,0.25,9.0,5.0,9.4,0,0,0,0,12,2015,1
12,13.0,17.0,10.9,73.0,1.52,9.8,18.5,31.7,1,0,1,0,12,2019,1
23,20.2,25.0,16.0,52.0,0.51,10.3,31.1,44.3,1,0,0,0,5,2013,0
6,26.0,31.5,19.0,69.0,0.0,9.5,8.9,20.6,0,0,1,0,9,2013,0
16,15.6,19.1,12.0,63.0,0.25,10.8,20.0,33.5,1,0,1,0,11,2010,0
20,19.4,27.0,12.6,64.0,0.0,10.0,9.6,18.3,0,0,0,0,10,2020,0
4,18.7,28.3,12.5,54.0,0.0,11.1,19.4,44.3,0,0,0,0,4,2013,1
26,24.2,28.1,21.0,62.0,0.0,10.0,21.5,35.2,0,0,0,0,6,2018,0
12,28.4,36.0,23.0,71.0,0.0,9.5,8.3,24.1,0,0,0,0,8,2014,0
5,15.7,21.4,11.3,68.0,0.0,10.3,12.0,22.2,0,0,0,0,3,2010,1
11,17.1,21.4,14.0,75.0,0.0,9.2,12.0,20.6,1,0,0,0,11,2018,0
7,26.9,34.5,18.8,49.0,0.0,10.0,10.4,20.6,0,0,0,0,7,2011,0
8,23.1,29.1,16.1,42.0,0.0,10.8,14.6,29.4,0,0,0,0,5,2013,0
27,22.8,30.1,17.2,54.0,0.0,10.5,8.3,22.2,0,0,0,0,5,2011,0
18,11.3,17.0,7.0,75.0,1.52,10.1,7.4,14.8,0,0,0,0,2,2012,0
25,26.8,32.0,23.6,57.0,0.0,11.1,17.6,25.9,0,0,0,0,8,2008,0
13,8.1,12.0,4.5,77.0,1.02,8.4,15.2,29.4,1,0,0,0,2,2010,1
15,18.4,24.0,12.3,67.0,0.0,9.2,11.9,22.2,0,0,0,0,4,2014,0
16,24.9,33.1,18.6,56.0,0.0,10.5,18.0,33.5,0,0,0,0,5,2008,0
9,22.9,28.5,18.7,55.0,0.0,10.5,16.9,31.3,0,0,0,0,6,2011,1
20,16.2,21.0,11.7,87.0,0.0,9.5,4.4,11.1,0,0,0,0,11,2016,0
16,15.8,18.6,14.6,82.0,0.0,9.8,11.1,18.3,1,0,1,0,11,2011,1
28,28.9,36.3,21.7,48.0,0.0,10.0,7.4,20.6,0,0,0,0,7,2018,0
16,15.2,22.0,10.0,70.0,0.76,10.0,7.0,13.0,0,0,0,0,11,2013,0
1,22.3,27.0,19.0,60.0,0.0,10.0,9.4,14.8,0,0,0,0,10,2020,0
9,20.8,27.2,14.0,57.0,0.0,11.1,7.8,20.6,0,0,0,0,5,2013,0
5,12.1,16.0,9.0,77.0,4.57,10.5,15.6,29.4,0,0,0,0,3,2011,0
2,15.8,20.5,12.0,63.0,0.0,10.3,11.3,22.2,0,0,0,0,3,2010,0
30,14.2,20.3,10.7,77.0,0.0,9.5,7.4,20.6,1,0,1,0,3,2011,0
10,10.6,14.1,7.8,78.0,10.92,7.7,23.7,46.5,1,0,0,0,2,2010,1
28,19.7,24.3,16.0,65.0,0.0,10.3,20.0,38.9,0,0,0,0,5,2013,1
28,29.9,36.5,24.5,52.0,0.0,10.0,13.9,25.9,0,0,0,0,7,2015,0
27,11.3,14.0,9.0,89.0,8.89,7.4,12.0,25.9,1,0,1,0,12,2011,1
7,27.3,34.3,20.0,57.0,0.0,10.5,5.9,18.3,0,0,0,0,8,2009,0
30,18.7,22.0,14.0,76.0,0.0,9.7,5.4,11.1,1,0,0,0,10,2021,1
19,23.3,27.0,20.5,68.0,0.0,9.8,9.6,16.5,1,0,0,0,9,2013,0
7,15.6,20.2,7.9,68.0,0.0,10.5,10.9,24.1,0,0,0,0,1,2010,1
2,15.3,18.0,13.0,79.0,3.05,7.4,32.4,51.9,1,0,1,0,5,2018,1
3,27.0,32.4,23.0,56.0,0.0,10.3,11.5,22.2,0,0,0,0,7,2012,0
23,17.3,21.5,14.2,69.0,3.05,9.2,14.3,25.9,1,0,0,0,4,2020,0
28,21.6,25.6,18.4,80.0,0.0,10.1,5.4,16.5,1,0,0,0,9,2010,1
16,31.3,40.2,26.5,51.0,0.0,10.0,14.6,24.1,0,0,0,0,9,2021,0
18,27.1,33.5,21.0,56.0,0.0,10.0,9.8,29.4,0,0,0,0,7,2019,0
1,21.6,25.8,18.0,79.0,0.0,8.5,8.3,16.5,0,0,0,0,6,2018,0
30,16.6,19.4,13.0,74.0,0.0,10.0,21.5,35.2,0,0,0,0,12,2021,0
28,26.4,32.0,23.7,65.0,0.0,10.0,9.1,22.2,0,0,0,0,6,2021,0
28,16.8,23.5,11.4,68.0,0.25,10.0,8.9,16.5,0,0,0,0,3,2016,0
6,18.8,23.0,15.0,79.0,0.0,10.0,10.4,20.6,0,0,0,0,11,2015,0
26,19.1,23.4,16.0,69.0,0.0,10.0,10.6,16.5,0,0,0,0,10,2017,0
7,21.7,24.5,19.0,54.0,0.0,10.0,26.7,50.0,1,0,0,0,10,2021,1
6,16.6,21.0,12.5,73.0,8.38,9.3,20.0,37.0,1,0,1,0,4,2014,0
16,16.3,20.0,13.8,77.0,7.37,9.8,11.9,24.1,1,0,0,0,10,2009,1
1,11.3,15.6,8.0,75.0,0.0,11.3,4.8,11.1,0,0,0,0,1,2013,1
17,17.4,26.0,11.3,65.0,0.0,7.9,4.8,13.0,0,0,0,0,11,2009,0
24,19.1,24.2,15.5,56.0,0.0,10.0,12.0,22.2,0,0,0,0,5,2016,0
12,10.7,14.0,9.0,84.0,4.06,9.2,12.4,22.2,1,0,0,0,1,2010,1
25,18.6,24.0,13.6,69.0,0.0,9.5,6.7,14.8,0,0,0,0,10,2015,0
22,10.5,14.0,6.7,55.0,0.0,9.5,20.9,35.2,1,0,0,0,3,2009,0
19,23.6,31.0,17.0,66.0,0.0,8.7,7.6,14.8,0,0,0,0,10,2019,0
29,17.4,27.1,8.0,64.0,0.0,10.1,11.1,24.1,0,0,0,0,3,2010,0
27,17.3,25.0,10.0,70.0,0.0,9.2,7.4,16.5,0,0,0,0,3,2011,0
24,11.6,14.8,8.9,71.0,0.25,9.2,24.1,48.2,1,1,1,0,2,2015,1
15,10.7,13.0,7.0,84.0,0.0,9.3,12.8,29.4,1,0,0,0,12,2009,1
8,13.9,17.0,10.5,66.0,0.0,11.3,22.6,37.0,0,0,0,0,1,2012,1
21,14.8,18.0,11.0,80.0,0.0,9.8,10.0,18.3,0,0,0,0,12,2013,1
3,19.7,26.1,13.7,67.0,0.0,10.0,8.3,18.3,0,0,0,0,11,2016,0
14,29.6,35.0,25.6,75.0,0.0,10.0,9.6,22.2,0,0,0,0,8,2021,0
1,12.7,18.4,6.3,65.0,0.0,10.0,9.4,16.5,0,0,0,0,2,2017,0
1,9.6,13.4,6.0,68.0,0.51,9.7,25.0,46.5,1,0,1,0,2,2015,1
15,14.1,18.5,10.0,73.0,0.0,10.0,10.2,20.6,0,0,0,0,2,2020,0
20,19.9,26.0,15.9,59.0,0.0,10.6,19.6,35.2,0,0,0,0,5,2008,0
8,12.2,16.1,8.8,53.0,0.0,10.0,20.9,33.5,0,0,0,0,4,2015,0
6,10.2,12.4,8.6,75.0,6.1,8.0,33.5,44.6,1,1,1,0,2,2017,0
19,12.4,17.0,8.0,73.0,0.0,10.0,11.7,20.6,0,0,0,0,2,2017,0
22,24.3,33.0,19.0,47.0,0.0,10.0,17.8,27.8,0,0,0,0,5,2021,0
27,26.5,32.5,21.0,41.0,0.0,10.0,16.7,27.8,0,0,0,0,6,2015,0
20,29.1,36.0,21.9,46.0,0.0,10.0,10.4,20.6,0,0,0,0,8,2020,0
9,20.3,26.5,17.0,72.0,0.0,10.0,19.4,31.7,0,0,0,0,5,2016,0
19,13.7,17.1,8.7,74.0,0.0,10.0,9.3,18.3,0,0,0,0,3,2020,0
7,12.2,15.9,9.7,54.0,0.0,10.0,21.1,33.5,0,0,0,0,4,2015,0
30,9.8,17.2,3.0,76.0,0.0,7.7,7.2,20.6,0,0,0,0,12,2010,0
26,13.0,18.1,8.6,78.0,0.76,9.3,13.0,24.1,0,0,0,0,2,2017,0
24,17.1,21.1,14.0,70.0,0.0,10.0,21.5,37.0,0,0,0,0,3,2017,0
18,12.6,17.0,7.0,62.0,0.0,10.0,12.8,25.9,0,0,0,0,1,2018,0
23,19.3,24.8,12.7,48.0,0.0,10.5,13.7,27.8,0,0,0,0,12,2009,0
28,30.2,38.1,21.4,47.0,0.0,10.1,10.6,25.9,0,0,0,0,7,2009,0
